58db9d4ccd4d745b2e00002b	Breaking News: With a hand-delivered letter Britain has officially initiated Brexit. The long divorce is likely to be littered with pitfalls.2017-03-29T07:40:36-04:00		NYTimes.com	95206	['consequential' 'world war' 'sides' 'two-year divorce' 'ii prime' 'long divorce' 'diplomatic events' 'union' 'one' 'pitfalls' 'letter' 'theresa may' 'brexit' 'tortuous' 'formal notice' 'country’s intention' 'britain' 'minister']	In one of the most consequential diplomatic events in Britain since World WarII Prime Minister Theresa May on Wednesday sent formal notice of thecountry’s intention to withdraw from the European Union starting atortuous two-year divorce littered with pitfalls for both sides.
58dd1a62cd4d745b2e000055	Breaking News: President Trump called a conservative faction in the House a threat to the Republican agenda and vowed to fight them in 20182017-03-30T10:46:51-04:00		NYTimes.com	95274	['fast' 'twitter' '2018' 'conservatives' 'mr. trump' 'care' 'the freedom' 'house' 'fight' 'war' 'house freedom' 'act repeal' 'don’t' 'midterm elections' 'caucus' 'trump' 'fight them' 'hurt' 'threat' 'conservative faction' 'agenda']	President Trump called a conservative faction in the House a threat to the Republican agenda and vowed to “fight them” in 2018 President Trump on Thursday declared war on the conservatives of the HouseFreedom Caucus suggesting Republicans should “fight them” in the2018 midterm elections if they do not back his agenda.
58e519bfcd4d745b2e00010f	Breaking News: President Trump removed Stephen Bannon from a top National Security Council post in a move driven by his national security adviser	2017-04-05T12:22:11-04:00		NYTimes.com	95590	['ambassador' 'russia’s' 'committee' 'intelligence officials' 'mr. trump’s' 'vice president' 'white house officials' 'national security adviser' 'h.r.' 'michael t. flynn' 'national security adviser president' 'trump' 'move' 'contacts' 'resignation' 'mike pence' 'national security organization' 'stephen k. bannon' 'chief strategist' 'stephen bannon' 'lt' 'mcmaster' 'top national security council post']	McMaster who was tapped as Mr. Trump’s national securityadviser after the resignation of Michael T. Flynn who stepped down in Februaryafter being caught misleading Vice President Mike Pence and other White Houseofficials about his contacts with Russia’s ambassador.
58e5207ccd4d745b2e000112	Breaking News: President Trump in an interview with The Times said Susan Rice may have committed a crime and he defended Bill O'Reilly	2017-04-05T12:50:54-04:00		NYTimes.com	95592	\['interview' \bill o'reilly\ 'oval office' 'one' 'it’s' 'requests' 'administration officials' 'story' 'associates' 'names' 'crime' 'bill o’reilly' 'trump' 'susan rice' 'time.”.' 'country' 'national security adviser' 'mr. trump' 'big stories' 'obama' 'allegations' 'important story' 'susan e. rice' 'evidence' 'identities' 'communications' 'world' 'involved']|President Trump in an interview with The Times said Susan Rice may have committed a crime and he defended Bill O’Reilly President Trump said on Wednesday that he thought that the former nationalsecurity adviser Susan E. Rice may have committed a crime by seeking theidentities of Trump associates who were mentioned on intercepted communicationsand that other Obama administration officials may also have beeninvolved.
58e64c4acd4d745b2e000127	Breaking News: The embattled House Intelligence Committee chief Devin Nunes will step aside from an inquiry on Trump aides' ties to Russia	2017-04-06T10:10:13-04:00		NYTimes.com	95646	\['russia’s' 'committee chief' \aides' ties\ 'intelligence' 'efforts' 'russia' 'devin nunes' 'aides’ ties' 'intelligence committee' 'representative' 'disrupt' 'chairman' 'trump' 'california republican' 'house' 'committee’s investigation' 'presidential election' 'inquiry' 'year’s']|The embattled House Intelligence Committee chief Devin Nunes will step aside from an inquiry on Trump aides’ ties to Russia Representative Devin Nunes the embattled California Republican who ischairman of the House Intelligence Committee announced on Thursday he wouldstep aside from leading his committee’s investigation into Russia’sefforts to disrupt last year’s presidential election.
58e66f62cd4d745b2e00013b	Breaking News: Republicans changed Senate rules to bar filibusters of Supreme Court nominees seeking to bypass Democrats' blockade of Neil Gorsuch	2017-04-06T12:39:53-04:00		NYTimes.com	95650	['senate' 'nomination' 'recent years' '—' 'relative bipartisanship' 'decades' 'confirmation' 'supreme court nominees' 'senate rules' 'judge' 'so-called nuclear option lawmakers' 'simple majority vote' 'rancor' 'democrats' 'court' 'longstanding rules' 'democratic filibuster' 'neil m. gorsuch' 'body’s' 'neil gorsuch' 'filibusters' 'blockade' 'supreme court matters']	Republicans changed Senate rules to bar filibusters of Supreme Court nominees seeking to bypass Democrats’ blockade of Neil Gorsuch Senate Republicans changed longstanding rules on Thursday to clear the wayfor the confirmation of Judge Neil M. Gorsuch to serve on the Supreme Courtbypassing a precedent-breaking Democratic filibuster by allowing the nominationto go forward on a simple majority vote.
58e68c1bcd4d745b2e00014d	Breaking News: Don Rickles the acidic stand-up comic has died at 90. His insults flew at everyone from Frank Sinatra to his own audiences.	2017-04-06T14:42:10-04:00		NYTimes.com	95654	['frank sinatra' 'everyone' 'acidic stand-up comic' 'don rickles' 'insults' 'own audiences' 'breaking news don rickles' '90']	His insults flew at everyone from Frank Sinatra to his own audiences.
58e695c1cd4d745b2e000151	Breaking News: The Pentagon is developing options for a military strike in Syria in response to the chemical weapons attack there officials said	2017-04-06T15:23:25-04:00		NYTimes.com	95655	['officials' 'staff' 'senior' 'civilians' 'response' 'military officers' 'chemical weapons attack there officials' 'united states' 'military strike' 'joseph f. dunford jr.' 'defense department officials' 'pentagon' 'options' 'command' 'syria' 'top-level consultations' 'joint chiefs' 'military options' 'government’s chemical weapons attack' 'jim mattis' 'defense secretary' 'dozens' 'syrian' 'gen' 'chairman']	The Pentagon is developing options for a military strike in Syria in response to the chemical weapons attack there officials said Senior Defense Department officials are developing options for a militarystrike in response to the Syrian government’s chemical weapons attack thatkilled dozens of civilians on Tuesday officials said on Thursday.
58e6ed2dcd4d745b2e00015e	Breaking News: The United States launched dozens of missiles against the Syrian government to retaliate for the chemical attack on rebel-held territory	2017-04-06T21:36:24-04:00		NYTimes.com	95684	['tomahawk' 'air base' 'response' 'military officials said' 'government’s chemical weapons attack' 'missile attack' 'retaliate' 'government' 'syria' '80' 'syrian' 'rebel-held territory' 'dozens' 'missiles' 'american officials said' 'civilians' 'united states' 'chemical attack' 'night']	The United States launched dozens of missiles against the Syrian government to retaliate for the chemical attack on rebel-held territory The United States carried out a missile attack in Syria on Thursday night inresponse to the Syrian government’s chemical weapons attack this week thatkilled more than 80 civilians American officials said.
58e78a9ecd4d745b2e00017c	Breaking News: The U.S. economy added only 98000 jobs in March suggesting a cooling of the economy after months of strong job growth	2017-04-07T08:48:09-04:00		NYTimes.com	95716	['unemployment' 'official snapshot' 'u.s.' 'months' '98000' 'strong job growth' 'labor department' 'jobs' 'economy' '180000' 'economists' 'american economy' 'gain']	The U.S. economy added only 98000 jobs in March suggesting a cooling of the economy after months of strong job growth The Labor Department released hiring and unemployment figures for March.
58e7b5c0cd4d745b2e000196	Breaking News: The Senate has confirmed Neil Gorsuch to the Supreme Court ending a bitter yearlong standoff over Antonin Scalia's seat	2017-04-07T11:52:08-04:00		NYTimes.com	95725	\['49' 'rocky' 'capitol’s' '113th justice' '30' 'justice' 'development' 'administration' 'neil m. gorsuch' 'months' 'upper chamber' 'mr. trump' 'trump' 'neil gorsuch' 'legacy judge' 'pledge' 'court' \antonin scalia's\ 'political brawl' '2016' 'constitutional norms' 'senate' 'seat' 'large part' 'signal triumph' 'bitter yearlong standoff' 'antonin scalia' 'gorsuch' 'campaign' 'seat judge' 'antonin scalia’s']|The Senate has confirmed Neil Gorsuch to the Supreme Court ending a bitter yearlong standoff over Antonin Scalia’s seat Judge Neil M. Gorsuch was confirmed by the Senate on Friday to become the113th justice of the Supreme Court capping a political brawl that lasted formore than a year and tested constitutional norms inside the Capitol’sfraying upper chamber.
58ea3316cd4d745b2e0001b8	Breaking News: Two explosions in Egypt killed dozens of worshipers at Coptic churches on Palm Sunday. There was no immediate claim of responsibility.	2017-04-09T09:11:43-04:00		NYTimes.com	95801	['carnage' 'coptic' 'christian community' 'dozens' 'worshipers' '31' 'responsibility' 'others' 'churches' 'worship' 'explosions' 'destruction' 'egypt' 'palm']	Two explosions at Coptic churches in Egypt on Palm Sunday left at least 31people dead and injured dozens of others as a day of worship in the besiegedChristian community turned to destruction and carnage.
58eacbf6cd4d745b2e0001c6	Breaking News: Sergio Garcia won the Masters in a playoff finally taking his first major 18 years after he burst on the scene as a teenage prodigy	2017-04-09T20:04:04-04:00		NYTimes.com	95807	['scene' 'holes' 'three-shot lead early' 'nine' 'playoff' 'breaking news sergio garcia' 'sudden-death playoff' 'birdie' '18' 'partner' 'challenge' 'round' 'green jacket' 'six' 'masters' 'garcia' 'major title' 'rose' 'sergio garcia' 'short putt' 'par' 'teenage prodigy' 'justin rose' 'back' 'potential calamity' 'hole' '11']	Sergio García won the Masters in a playoff finally taking his first major 18 years after he burst on the scene as a teenage prodigy Sergio García weathered the challenge of his playing partner Justin Roseand potential calamity on the back nine to claim his long-awaited first majortitle.
58eb9d8ccd4d745b2e0001d3	Breaking News: Well Fargo executives were ordered to pay back $75 million after a scathing report on the company's sales fraud scandal	2017-04-10T10:58:08-04:00		NYTimes.com	95835	['scathing 113-page report' 'additional 75' 'head' 'wells fargo’s' 'bank’s' 'six-month investigation' 'executives' 'breaking news well fargo' 'conditions' 'thousands' 'board' 'carrie l. tolstedt.' 'community banking' 'chief executive' 'effort' 'compensation' 'company’s sales fraud scandal' 'wells fargo' 'glaring' 'culture' 'warning signs' 'problem' '75' 'fraudulent accounts' 'john g. stumpf' 'well fargo' 'blame' 'claw' 'results' 'company’s sales scandal' 'employees' 'aggressive sales goals' 'sales fraud scandal']	Well Fargo executives were ordered to pay back $75 million after a scathing report on the company’s sales fraud scandal Wells Fargo’s board said Monday that it would claw back an additional$75 million in compensation from the two executives on whom it pinned most ofthe blame for the company’s sales scandal: the bank’s former chiefexecutive John G. Stumpf and its former head of community banking Carrie L.Tolstedt.
58ebdd3ecd4d745b2e0001e5	Breaking News: The New York Times won three Pulitzer Prizes. The coveted public service award went to The New York Daily News and ProPublica.	2017-04-10T15:29:48-04:00		NYTimes.com	95838	['reporters' 'daniel berehulak' 'portrait' 'philippines c.j.' 'widespread abuse' 'pulitzer prizes' 'propublica' 'war' 'power' 'international reporting' 'young veteran' 'afghanistan' 'news photography' 'ptsd' 'photographs' 'homes' 'public service award' 'russia’s' 'businesses' 'daily news' 'three' 'force people' 'series' 'york' 'magazine piece' 'illegal activity' 'department’s' 'decades-old law' 'violent campaign' 'surreptitious assertion' 'chivers']	The Daily News and ProPublica won for a series on the New York PoliceDepartment’s widespread abuse of a decades-old law to force people fromtheir homes and businesses over alleged illegal activity.
58ed1306cd4d740595000014	Breaking News: The White House accused Russia of trying to cover up the Syrian government's culpability in last week's chemical weapons attack	2017-04-11T13:31:44-04:00		NYTimes.com	95876	['world community' 'cover-up' 'four-page report' 'chemical weapons attack' 'culpability' 'confuse' 'numerous contemporaneous reports' 'disinformation' 'russia' 'week’s chemical weapons attack' 'government’s culpability' 'syrian' 'false narratives.”.' 'own people' 'forces' 'syrians' 'russian governments' 'american airstrikes' 'white house' 'sarin gas' 'united states' 'details' 'russian government' 'intelligence' 'assault']	The White House accused Russia of trying to cover up the Syrian government’s culpability in last week’s chemical weapons attack The White House on Tuesday accused the Russian government of engaging in acover-up of the chemical weapons attack last week by Syrian forces that promptedAmerican airstrikes saying that United States intelligence and numerouscontemporaneous reports confirmed that the Syrians used sarin gas on their ownpeople.
58ee4d85cd4d74059500003e	Breaking News: President Vladimir Putin met with Rex Tillerson in Moscow. Relations had grown so tense over Syria that the meeting was in doubt.	2017-04-12T11:53:20-04:00		NYTimes.com	95928	['friendship' 'mr. putin' 'trump' 'doubt' 'vladimir putin' 'medal' 'man' 'administration' 'vladimir v. putin' 'moscow' 'men' 'rex w. tillerson' 'syria' 'russia' 'top official' 'united states' 'mr. tillerson' 'kremlin' 'rex tillerson' 'face-to-face meeting' 'russian leader' 'meeting' 'unclear' 'relations' 'secretary']	After Secretary of State Rex W. Tillerson waited for much of the daywondering whether he would get to meet with President Vladimir V. Putin the twomen sat down at the Kremlin late Wednesday afternoon in the first face-to-facemeeting between the Russian leader and a top official in the Trumpadministration.
58f022fbcd4d740595000073	Breaking News: Choate the elite boarding school has acknowledged a pattern of sexual abuse of its students by former teachers dating to the 1960s	2017-04-13T21:16:12-04:00		NYTimes.com	96030	['choate rosemary hall' 'claims' 'intercourse.”.' 'sexual abuse' 'abuse' 'care' 'choate' 'board' 'decades' 'school' 'burling llp' '2010s' 'covington' 'pattern' 'trustees' 'intimate kissing” “sexual intercourse' 'elite' 'actions' 'law firm' 'investigator' 'wallingford conn' '12' 'teachers' 'breaking news choate' 'instances' 'students' 'faculty members' '1960s']	Choate the elite boarding school has acknowledged a pattern of sexual abuse of its students by former teachers dating to the 1960s Choate Rosemary Hall an elite boarding school in Wallingford Conn.acknowledged decades of sexual abuse by former teachers against the studentsentrusted to their care in a report on Thursday.
58f21b95cd4d740595000085	Breaking News: A federal judge has blocked Arkansas's plans for six executions over 10 days. An earlier ruling had already put the schedule in doubt	2017-04-15T09:09:28-04:00		NYTimes.com	96085	\['capital punishment’s' 'unprecedented schedule' 'doubt' 'new blow' 'force' 'states' 'sedative' 'kristine g. baker' 'arkansas' 'weeks' 'night' 'midazolam' '10' \arkansas's\ 'six' 'series' 'inmate unconscious' 'modern history' 'decision threatens' 'arkansas’s' 'schedule' '2005' 'federal district judge' 'abandon' 'federal judge' 'little rock' 'executions' 'expiration' 'ruling']|An earlier ruling had already put the schedule in doubt A federal judge on Saturday blocked the State of Arkansas from carrying outsix executions over 10 days a new blow to an unprecedented schedule in capitalpunishment’s modern history in the United States.
58f3bdd8cd4d740595000099	Breaking News: Turkey's leader declared victory in a vote to grant his office broad new powers but the opposition vowed to contest the result	2017-04-16T14:53:58-04:00		NYTimes.com	96108	\['leader' 'recep tayyip erdogan' '99' 'opposition' 'votes cast' 'state-run news agency' 'anadolu' 'one-man rule' 'cement' \breaking news turkey's\ 'broad new powers' 'contest' 'vote' 'turkey' 'referendum' 'country’s opposition fears' 'moment' '48.67' 'result president' 'victory' 'result' '51.33' \turkey's\ 'grants' 'ballots counted “yes']|Turkey's leader declared victory in a vote to grant his office broad new powers but the opposition vowed to contest the result President Recep Tayyip Erdogan of Turkey claimed victory by a narrow andstill-contested margin in a referendum that grants sweeping powers to hisoffice in a watershed moment that the country’s opposition fears maycement his one-man rule.
58f50ca2cd4d7405950000a8	Breaking News: When Prince died he had a supply of painkillers that weren't prescribed for him records show. Some were hidden in aspirin bottles.	2017-04-17T14:42:15-04:00		NYTimes.com	96144	['over-the-counter vitamin' 'prescriptions' 'park home' 'compound' 'prince died' 'prince' 'accidental opioid overdose' 'paisley' 'death' 'supply' 'sizable amount' 'aspirin bottles' 'him records show' 'narcotic painkillers' 'close aide' 'others' 'prince’s' 'painkillers' 'strewn' 'investigation' 'court documents']	At the time of Prince’s death his Paisley Park home and recordingcompound were strewn with “a sizable amount” of narcotic painkillersfor which he did not have prescriptions including some hidden inover-the-counter vitamin and aspirin bottles and others issued in the name of aclose aide according to newly released court documents related to theinvestigation into the accidental opioid overdose that killed Prince lastyear.
58f5ed01cd4d7405950000bd	Breaking News: Prime Minister Theresa May has called an early election for June seeking a bigger mandate as Britain prepares to leave the E.U.	2017-04-18T06:39:31-04:00		NYTimes.com	96171	['union' 'government negotiates' 'country’s withdrawal' 'strong mandate' 'e.u.' 'party' 'voters' 'minister' 'conservative' 'early election' 'britain' 'mandate' 'breaking news prime' 'theresa may' 'prime']	Prime Minister Theresa May stunned Britain on Tuesday by announcing that shewould call an early election placing a bet that voters will give herConservative Party a strong mandate as her government negotiates thecountry’s withdrawal from the European Union.
58f63e7dcd4d7405950000cf	Breaking News: The man suspected of posting a video to Facebook in which he killed a passer-by shot himself dead in Pennsylvania the police said	2017-04-18T12:27:21-04:00		NYTimes.com	96184	['pennsylvania' 'erie county pa' 'spokeswoman' 'facebook' 'cleveland' 'man' 'passer-by shot' 'shot' 'brief pursuit' 'video' '74-year-old man']	The man suspected of posting a video to Facebook in which he killed a passer-by shot himself dead in Pennsylvania the police said A man sought in the fatal shooting of a 74-year-old man in Cleveland whothen posted a video of it on Facebook shot and killed himself on Tuesday aftera brief pursuit in Erie County Pa. a spokeswoman for the Pennsylvania StatePolice said.
58f6574ecd4d7405950000d5	Breaking News: A U.S. aircraft carrier that the White House declared a deterrent to North Korea was at the time sailing in the opposite direction	2017-04-18T14:13:21-04:00		NYTimes.com	96186	['japan' 'warships' 'conduct' 'powerful deterrent signal' 'moment' 'part' 'ocean' 'worries' 'provocative behavior' 'carrier' 'strike force' 'korean peninsula' 'options' 'aircraft carrier' 'white house' 'deterrent' 'north’s' 'korea' 'u.s.' 'navy' 'american aircraft carrier' 'australian' 'trump' 'joint exercises' 'sea' 'problem was' 'miles' 'carl vinson' 'four' 'missile test' '3500' 'opposite direction']	A U.S. aircraft carrier that the White House declared a deterrent to North Korea was at the time sailing in the opposite direction As worries deepened last week about whether North Korea would conduct amissile test the White House declared that ordering an American aircraftcarrier into the Sea of Japan would send a powerful deterrent signal and givePresident Trump more options in responding to the North’s provocativebehavior.
58f6f102cd4d7405950000e1	Breaking News: In a historically Republican district in Georgia a Democrat nearly won a seat in the U.S. House. He gets another shot in a June runoff.	2017-04-19T01:09:07-04:00		NYTimes.com	96196	['section' 'quadruple' 'special congressional election' 'scare' 'seat' 'administration' 'percent threshold' 'tom price' 'points' 'trump' 'conservative house district' 'health' 'elective office' 'bid' 'atlanta' 'financial advantage —' 'candidate —' 'vote-getter' 'district' 'u.s. house.' 'congressional staff member' 'mr. trump’s' '50' 'shot' 'human services secretary' 'carter' 'majority' '8.3 million' 'georgia' 'mr. ossoff' 'documentary filmmaker' '30' 'republican-dominated' 'suburbs' 'karen handel' 'early referendum' 'liberal base' 'jon ossoff' 'avert' 'runoff']	A documentary filmmaker and formercongressional staff member Mr. Ossoff 30 had hoped to avert a runoff in the6th District a Republican-dominated section of Atlanta suburbs that had beenrepresented by Tom Price who is now Mr. Trump’s health and human servicessecretary.
58f7720ccd4d7405950000f8	Breaking News: President Trump's inauguration got $5 million from the casino magnate Sheldon Adelson the largest inaugural donation ever	2017-04-19T10:19:51-04:00		NYTimes.com	96219	\['casino magnate' 'swearing in' 'committee' 'donor' 'trump’s' 'sheldon adelson' \trump's\ 'gift' 'pomp' 'mr. adelson' 'mr. trump’s' 'inaugural donation' 'inauguration' 'seven-figure check' '5' 'stalwart']|President Trump’s inauguration got $5 million from the casino magnate Sheldon Adelson the largest inaugural donation ever The gift from Mr. Adelson the stalwart Republican donor was far from theonly seven-figure check deposited by the committee responsible for carrying outmuch of the pomp leading up to Mr. Trump’s swearing in.
58f7b0f4cd4d74059500010a	Breaking News: Fox News has dropped Bill O'Reilly its biggest star after numerous sexual harassment cases cost advertising and spurred protests	2017-04-19T14:47:57-04:00		NYTimes.com	96236	\['end' 'prime-time host' 'breaking news fox' \bill o'reilly\ 'influential commentators' 'company' 'bill o’reilly' 'position' 'star' 'fox news' 'ouster' 'two-decade reign' 'one' 'multiple settlements' 'sexual harassment allegations' 'disclosure' 'television' 'protests' 'numerous sexual harassment cases']|Fox News has dropped Bill O’Reilly its biggest star after numerous sexual harassment cases cost advertising and spurred protests Bill O’Reilly has been forced out of his position as a prime-time hoston Fox News the company said on Wednesday after the disclosure of multiplesettlements involving sexual harassment allegations against him.
58f8154bcd4d74059500011c	Breaking News: The Trump adviser Carter Page's July visit to Moscow helped trigger the F.B.I. inquiry into the campaign's Russia ties officials said	2017-04-19T21:56:08-04:00		NYTimes.com	96247	\['f.b.i.' 'occasional interest' 'carter page' 'campaign’s' 'trigger' 'foreign policy adviser' 'ever' 'trump' 'law enforcement officials' 'investigators' '2013' 'speech' 'inquiry' 'adviser' 'american businessman' 'russia-friendly' 'russian spy' 'mr' 'connections' 'trump’s' 'page' 'russia' 'carter page’s july' 'bureau' 'moscow' 'catalyst' \carter page's july\ 'investigation' 'ties officials' 'trip' \campaign's\ 'campaign' 'bureau’s attention' 'institute' 'prestigious']|So when he became a foreignpolicy adviser to the Trump campaign last year and gave a Russia-friendly speechat a prestigious Moscow institute it soon caught the bureau’sattention.
58f9030dcd4d740595000129	Breaking News: Bill O'Reilly is leaving Fox News with a payout of up to $25 million the equivalent of one year of his salary	2017-04-20T14:50:23-04:00		NYTimes.com	96283	\['25 million' '85 million' 'network’s parent company payouts' 'disclosure' 'payout' 'behavior' '—' 'salary' 'series' 'one' '65' 'total' 'mr. o’reilly' 'bill o’reilly' \breaking news bill o'reilly\ 'men' 'internal investigation' '67' 'complaints' 'exit packages —' 'century' 'harassment allegations' 'network' 'vast majority' 'sexual harassment allegations' 'women']|Bill O’Reilly is leaving Fox News with a payout of up to $25 million the equivalent of one year of his salary For 21st Century Fox the network’s parent company payouts related tosexual harassment allegations at Fox News now total more than $85 million.
58f921ffcd4d740595000138	Breaking News: A shootout on the Champs-Elysees in Paris left at least one policeman dead and two wounded. The attack comes days before an election.	2017-04-20T17:02:40-04:00		NYTimes.com	96296	['french officials said' 'car' 'night' 'police officer' 'police union' 'gunman' 'champs-elysees' 'authorities' 'wounded' 'officer' 'policeman' 'paris' 'one' 'attack' 'champs-elysees' 'election' 'shootout' 'others' 'died']	A gunman jumped out of a car killed a police officer and wounded two otherson the Champs-Élysées in central Paris on Thursday night Frenchofficials said.
58f995dccd4d740595000145	Breaking News: Arkansas carried out its first execution since 2005. It has planned three more in April before a lethal injection drug expires.	2017-04-21T01:16:46-04:00		NYTimes.com	96307	['cummins unit' 'debra reese' 'decade' '1156' 'arkansas' '2005' 'lethal injection drug' 'suburb' 'murder' 'breaking news arkansas' 'execution' 'overturned' 'men' 'lethal injection drug expires' 'three' 'state plans' 'deaths' 'prisoners' 'subject' 'death' 'state courts' 'rock' 'criticism' 'sharp constitutional debate' 'night' 'reprieves' 'prison' '20' 'ledell lee' 'chemical expires' 'end' 'quickly' 'central time']	Ledell Lee who was condemned to death for the murder of DebraReese more than 20 years ago in a Little Rock suburb died at 11:56 p.m. Centraltime at the Cummins Unit a prison in southeast Arkansas after the reprieves hehad won in federal and state courts were overturned.
58fa8391cd4d74059500015a	Breaking News: Judith Clark the getaway driver in the fatal 1981 Brinks robbery has been denied parole despite the support of Governor Cuomo	2017-04-21T18:11:23-04:00		NYTimes.com	96355	['brinks' 'cuomo' 'part' 'judith clark' 'cuomo judith clark' '35' 'police officers' 'role' 'rage' 'minimum 75-year sentence' 'final acts' 'ms. clark' 'movement' 'governor' 'one' '1981' 'young woman' '2019' 'robbery' 'guard' 'rockland county n.y.' 'sentence' 'support' 'gov' 'car' 'notorious crime' 'breaking news judith clark' 'getaway driver' 'andrew m. cuomo' 'parole']	Judith Clark the getaway driver in the fatal 1981 Brinks robbery has been denied parole despite the support of Governor Cuomo Judith Clark who as a young woman was part of a violent left-wing movementand took part in a botched robbery of a Brinks armored car in 1981 that left aguard and two police officers dead in Rockland County N.Y. was denied paroleon Friday despite having the support of Gov.
58fcdc90cd4d74059500016c	Breaking News: Presidential polls are about to close in France. Will the country embrace Trump-style populism? Join our reporters for live analysis.	2017-04-23T12:55:25-04:00	https://www.nytimes.com/interactive/2017/04/23/world/europe/french-election-live.html	NYTimes.com	96420	['join' 'journalists' 'country embrace' 'europe' 'presidential polls' 'presidential election' 'populism' 'live analysis' 'reporters' 'one' 'contests' 'france' 'trump-style' 'means' 'worldwide' 'round']	France is voting today in the first round of the presidential election oneof several contests in Europe that are being closely watched worldwide.
58fd0a87cd4d740595000175	Breaking News: The pro-E.U. Emmanuel Macron appears headed for a runoff with the far-right Marine Le Pen in the French presidential race	2017-04-23T16:11:39-04:00		NYTimes.com	96421	['union' 'traditional mainstream parties setting' 'emmanuel macron' 'election' 'one' 'rebuke' 'uncertain path' '7' '—' 'consequential election' 'pen' 'runoff' 'country' 'far-right marine' 'different visions' 'projections indicated' 'political novice' 'recent history voters' 'france’s' 'marine' 'pro-e.u.' 'future' 'result' 'candidates' 'far-right firebrand —' 'critical moment' 'outsiders' 'presidential race']	Emmanuel Macron appears headed for a runoff with the far-right Marine Le Pen in the French presidential race In France’s most consequential election in recent history voters onSunday endorsed Emmanuel Macron and Marine Le Pen — one a politicalnovice the other a far-right firebrand — both outsiders but with starklydifferent visions for the country early returns and projectionsindicated.
58fffb5acd4d7405950001bf	Breaking News: President Trump's plan is expected to cut taxes for mom-and-pop shops and corporate titans without a new import tax to recoup revenue	2017-04-25T21:43:32-04:00		NYTimes.com	96506	\['recoup revenue president' 'mom-and-pop businesses' 'importance' 'mortgage interest deduction' 'new import tax' 'tax' 'blueprint' 'individuals' 'details' 'risky pursuit' 'corporations' '15' 'package' 'companies' 'middle-income people' 'popular deductions' 'personal income tax code —' \trump's\ 'corporate titans' 'mom-and-pop shops' 'recoup revenue' 'builders' 'tax returns' 'own real estate empire' 'real estate agents' 'diminish' 'percent business tax rate' 'taxes' 'reduced' 'trump' 'standard deduction' 'process' 'increase' 'proposal']|President Trump's plan is expected to cut taxes for mom-and-pop shops and corporate titans without a new import tax to recoup revenue President Trump plans to unveil a tax cut blueprint on Wednesday that wouldapply a vastly reduced 15 percent business tax rate not only to corporationsbut also to companies that now pay taxes through the personal income tax code— from mom-and-pop businesses to his own real estate empire according toseveral people briefed on the proposal.
5900dfc1cd4d7405950001d7	Breaking News: President Trump proposed a plan to sharply lower individual tax rates eliminate most deductions and drop the alternative minimum tax	2017-04-26T13:57:58-04:00		NYTimes.com	96539	['sharp reductions' 'alternative minimum tax' '10' 'rich' 'number' 'deductions' '35' 'alternative minimum tax president' 'americans' 'three' 'tax burden' 'trump' 'individual tax rates' 'drop' '25' 'percent —' '—' 'corporate income tax rates' 'individual income tax brackets']	President Trump proposed a plan to sharply lower individual tax rates eliminate most deductions and drop the alternative minimum tax President Trump proposed sharp reductions in both individual and corporateincome tax rates reducing the number of individual income tax brackets to three— 10 percent 25 percent and 35 percent — and easing the tax burdenon most Americans including the rich.
590109abcd4d7405950001dd	Breaking News: President Trump is likely to sign an order setting in motion a U.S. withdrawal from the Nafta trade accord an official says	2017-04-26T16:56:55-04:00		NYTimes.com	96546	['nafta' 'steps' 'renegotiation' 'pursued' 'agreement' 'free' 'language' 'senior administration official' 'motion' 'withdrawal' 'trade accord' 'move' 'united states' 'major campaign promises' 'u.s.' 'executive order' 'trump' 'mexico' 'one' 'canada' 'six-month notification period' 'stage' 'mr. trump’s' 'order setting']	President Trump is likely to sign an order setting in motion a U.S. withdrawal from the Nafta trade accord an official says President Trump is likely to sign an executive order formally withdrawing theUnited States from the North American Free Trade Agreement according to asenior administration official.
590339ebcd4d74698a00001d	Breaking News: The U.S. economy grew at a sluggish 0.7 percent rate to start 2017 the weakest quarterly showing in three years	2017-04-28T08:47:24-04:00		NYTimes.com	96687	['bump' 'percent rate' 'grew' 'american economy' 'annual rate' '2017' 'statistical snapshot' 'trump' 'three' 'gross domestic product estimate' 'weakest' 'commerce department' 'u.s.' 'start' 'quarter' 'sluggish' 'first-quarter performance upset expectations' '0.7' 'economy']	The U.S. economy grew at a sluggish 0.7 percent rate to start 2017 the weakest quarterly showing in three years The Commerce Department on Friday provided its first statistical snapshot ofthe American economy in the first quarter the gross domestic product estimate.
59038358cd4d74698a00002e	Breaking News: The N.S.A. is halting part of its warrantless spying: collecting Americans' emails sent overseas that merely mention foreign targets	2017-04-28T14:00:29-04:00		NYTimes.com	96710	['communications' 'warrantless spying' 'terrorism espionage' 'agency' 'emails' 'overseas' 'message' 'intelligence-gathering' 'help' 'lawful' 'surveillance target' 'email address' 'sender' 'such broad collection' 'fact' 'privacy advocates' 'foreign targets' 'national security officials' 'grounds' 'links' 'americans' 'information' 'officials argued' 'phone number' 'such surveillance' 'telecommunications companies' 'suspicion' 'n.s.a.' 'helpful' 'part']	is halting part of its warrantless spying: collecting Americans’ emails sent overseas that merely mention foreign targets National security officials have argued that such surveillance is lawful andhelpful in identifying people who might have links to terrorism espionage orotherwise are targeted for intelligence-gathering.
